Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,24,Havana,Camila Cabello,2,70426107,2.33%,https://www.youtube.com/watch?v=BQ0mxQXmLsk,2017-11-02
2,1,Despacito,Luis Fonsi,42,65829199,0.03%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,2017-11-02
3,2,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,11,61529552,0.04%,https://www.youtube.com/watch?v=VqEbCxg2bNI,2017-11-02
4,3,Mi Gente (Official Video),J Balvin Willy William,18,54567209,0%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2017-11-02
5,5,New Rules,Dua Lipa,17,52731236,0.09%,https://www.youtube.com/watch?v=k2qgadSvNyU,2017-11-02
6,4,Mayores (Official Video),Becky G,16,52134716,0.01%,https://www.youtube.com/watch?v=GMFewiplIbw,2017-11-02
7,n/a,...Ready For It?,Taylor Swift,1,49370755,n/a,https://www.youtube.com/watch?v=wIft-t-MQuE,2017-11-02
8,n/a,Boom Boom,French Montana & Dinah Jane & RedOne & Daddy Yankee,1,43679901,n/a,https://www.youtube.com/watch?v=xin92Rq3pco,2017-11-02
9,6,Shape of You,Ed Sheeran,40,40258323,0.03%,https://www.youtube.com/watch?v=JGwWNGJdvx8,2017-11-02
10,10,Se preparó,Ozuna,12,36512928,0.07%,https://www.youtube.com/watch?v=KWGrPNqz4uc,2017-11-02
11,8,Dusk Till Dawn (Official Video),ZAYN,9,35137160,-0.02%,https://www.youtube.com/watch?v=tt2k8PGm-TI,2017-11-02
12,n/a,Perfect,Ed Sheeran,1,33787589,n/a,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2017-11-02
13,50,Gucci Gang,Lil Pump,2,31640933,1.35%,https://www.youtube.com/watch?v=4LfJnj66HVQ,2017-11-02
14,13,Look What You Made Me Do,Taylor Swift,10,31631981,0.02%,https://www.youtube.com/watch?v=3tmd-ClpJxA,2017-11-02
15,7,Vuelve,Bad Bunny & Daddy Yankee,5,29906553,-0.17%,https://www.youtube.com/watch?v=YxZXLWIx6ik,2017-11-02
16,15,Una Lady Como Tú,Manuel Turizo,20,28465893,-0.03%,https://www.youtube.com/watch?v=VYtJAuoZxcc,2017-11-02
17,n/a,LIKEY,TWICE,1,27654446,n/a,https://www.youtube.com/watch?v=V2hlQkVJZhE,2017-11-02
18,12,How Long,Charlie Puth,2,27194535,-0.15%,https://www.youtube.com/watch?v=CwfoyVa980U,2017-11-02
19,14,Too Good At Goodbyes,Sam Smith,7,26501937,-0.13%,https://www.youtube.com/watch?v=J_ub7Etch2U,2017-11-02
20,16,Báilame (Remix),Yandel & Bad Bunny & Nacho,12,26227376,-0.1%,https://www.youtube.com/watch?v=T7VewKI44rQ,2017-11-02
21,17,Perro Fiel (Official Video),Shakira,7,26026372,-0.03%,https://www.youtube.com/watch?v=SHq2qrFUlGY,2017-11-02
22,9,Egoísta,Ozuna,3,23496428,-0.34%,https://www.youtube.com/watch?v=Ne-9-7hpbRw,2017-11-02
23,n/a,NA,NA,1,21593380,n/a,n/a,2017-11-02
24,19,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,14,21423395,-0.04%,https://www.youtube.com/watch?v=Mtau4v6foHA,2017-11-02
25,22,Havana (Audio),Camila Cabello,5,21419472,0.01%,https://www.youtube.com/watch?v=HCjNJDNzw8Y,2017-11-02
26,35,Krippy Kush,Bad Bunny & Farruko & Rvssian,13,20364016,0.19%,https://www.youtube.com/watch?v=j1_JW7An2l0,2017-11-02
27,21,Felices los 4 (Official Video),Maluma,28,19773103,-0.07%,https://www.youtube.com/watch?v=t_jHrUE5IOk,2017-11-02
28,23,Me Rehúso,Danny Ocean,28,18967598,-0.1%,https://www.youtube.com/watch?v=aDCcLQto5BM,2017-11-02
29,31,Chantaje (Official Video),Shakira,50,18480393,0.03%,https://www.youtube.com/watch?v=6Mgqbai3fKo,2017-11-02
30,26,El farsante,Ozuna,17,18121143,-0.1%,https://www.youtube.com/watch?v=6DRkf3kZMXw,2017-11-02
31,25,Escápate Conmigo (Official Video),Wisin,31,17597064,-0.13%,https://www.youtube.com/watch?v=3X9wEwulYhk,2017-11-02
32,n/a,Man's Not Hot,Michael Dapaah,1,17558099,n/a,https://www.youtube.com/watch?v=3M_5oYU-IsU,2017-11-02
33,30,Bodak Yellow,Cardi B,14,17353629,-0.05%,https://www.youtube.com/watch?v=PEGccV-NOm8,2017-11-02
34,33,Thunder,Imagine Dragons,17,17169075,-0.01%,https://www.youtube.com/watch?v=fKopy74weus,2017-11-02
35,38,Joga O Bum Bum Tam Tam,MC Fioti,27,17026985,0.07%,https://www.youtube.com/watch?v=_P7S2lKif-A,2017-11-02
36,n/a,Wolves,Selena Gomez & Marshmello,1,16804150,n/a,https://www.youtube.com/watch?v=-grLLLTza6k,2017-11-02
37,29,Ahora Me Llama (Official Video),KAROL G & Bad Bunny,20,16729823,-0.09%,https://www.youtube.com/watch?v=4NNRy_Wz16k,2017-11-02
