Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Despacito,Luis Fonsi,41,64090604,-0.05%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
2,2,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,10,59105537,0%,https://www.youtube.com/watch?v=VqEbCxg2bNI
3,3,Mi Gente (Official Video),J Balvin Willy William,17,54596454,-0.07%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
4,4,Mayores (Official Video),Becky G,15,51847295,-0.02%,https://www.youtube.com/watch?v=GMFewiplIbw
5,5,New Rules,Dua Lipa,16,48226430,0.12%,https://www.youtube.com/watch?v=k2qgadSvNyU
6,6,Shape of You,Ed Sheeran,39,39149502,-0.05%,https://www.youtube.com/watch?v=JGwWNGJdvx8
7,7,Vuelve,Bad Bunny & Daddy Yankee,4,35908548,-0.04%,https://www.youtube.com/watch?v=YxZXLWIx6ik
8,9,Dusk Till Dawn (Official Video),ZAYN,8,35808843,0.06%,https://www.youtube.com/watch?v=tt2k8PGm-TI
9,74,Egoísta,Ozuna,2,35484266,2.22%,https://www.youtube.com/watch?v=Ne-9-7hpbRw
10,13,Se preparó,Ozuna,11,34098349,0.17%,https://www.youtube.com/watch?v=KWGrPNqz4uc
11,14,Perfect,Ed Sheeran,5,34093150,0.21%,https://www.youtube.com/watch?v=iKzRIweSBLA
12,n/a,How Long,Charlie Puth,1,31940123,n/a,https://www.youtube.com/watch?v=CwfoyVa980U
13,8,Look What You Made Me Do,Taylor Swift,9,31094242,-0.13%,https://www.youtube.com/watch?v=3tmd-ClpJxA
14,10,Too Good At Goodbyes,Sam Smith,6,30298839,-0.07%,https://www.youtube.com/watch?v=J_ub7Etch2U
15,12,Una Lady Como Tú,Manuel Turizo,19,29241868,-0.02%,https://www.youtube.com/watch?v=VYtJAuoZxcc
16,11,Báilame (Remix),Yandel & Bad Bunny & Nacho,11,29191271,-0.05%,https://www.youtube.com/watch?v=T7VewKI44rQ
17,15,Perro Fiel (Official Video),Shakira,6,26782912,-0.03%,https://www.youtube.com/watch?v=SHq2qrFUlGY
18,n/a,,,3,25328351,n/a,n/a
19,21,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,13,22389393,0.05%,https://www.youtube.com/watch?v=Mtau4v6foHA
20,n/a,Gorgeous,Taylor Swift,1,22105425,n/a,https://www.youtube.com/watch?v=EUoe7cf0HYw
21,19,Felices los 4 (Official Video),Maluma,27,21286898,-0.04%,https://www.youtube.com/watch?v=t_jHrUE5IOk
