Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,Bodak Yellow,Cardi B,15,15293431,0.06%,https://www.youtube.com/watch?v=PEGccV-NOm8
2,4,Look What You Made Me Do,Taylor Swift,7,9149789,0.36%,https://www.youtube.com/watch?v=3tmd-ClpJxA
3,3,I Get the Bag,Gucci Mane,8,8435654,0.04%,https://www.youtube.com/watch?v=uo14xGYwWd4
4,5,Rake It Up,Yo Gotti,7,7885072,0.17%,https://www.youtube.com/watch?v=OrSadmwmmAs
5,41,Hi Bich,Bhad Bhabie,3,7280244,1.58%,https://www.youtube.com/watch?v=1NyMSWqIJDQ
6,6,1-800-273-8255,Logic & Juanes,8,7021416,0.07%,https://www.youtube.com/watch?v=Kb24RrHIbFk
7,18,Bank Account,21 Savage,13,5668790,0.45%,https://www.youtube.com/watch?v=eCK772REqw0
8,11,Unforgettable,French Montana,26,5429152,0.1%,https://www.youtube.com/watch?v=CTFtOOh47oo
9,13,Despacito,Luis Fonsi,39,5079659,0.13%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
10,12,Mi Gente (Official Video),J Balvin Willy William,15,4906046,0.02%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
11,17,1-800-273-8255,Logic & Juanes,13,4694705,0.17%,https://www.youtube.com/watch?v=cycUHgg0zzU
12,16,TAY-K x THE RACE #FREETAYK,ALL BUT 6,12,4683641,0.1%,https://www.youtube.com/watch?v=OYhXJaEbw7c
13,8,Too Good At Goodbyes,Sam Smith,4,4662597,-0.19%,https://www.youtube.com/watch?v=J_ub7Etch2U
14,23,Transportin',Kodak Black,8,4583941,0.3%,https://www.youtube.com/watch?v=Ns167_llTiA
15,9,Gucci Gang,Lil Pump,6,4579977,-0.19%,https://www.youtube.com/watch?v=9alXo1OXTec
16,14,Young Dumb & Broke (Official Video),Khalid,9,4535016,0.02%,https://www.youtube.com/watch?v=IPfJnp1guPc
17,10,Rubbin Off the Paint,YBN Nahmir,3,4507514,-0.09%,https://www.youtube.com/watch?v=AsfVZqZhtUQ
18,33,XO Tour Llif3,Lil Uzi Vert,6,4268255,0.31%,https://www.youtube.com/watch?v=WrsFXgQk5UI
19,24,Wild Thoughts (Official Video),DJ Khaled,17,4214963,0.2%,https://www.youtube.com/watch?v=fyaI4-5849w
20,15,Congratulations,Post Malone,38,4185113,-0.05%,https://www.youtube.com/watch?v=SC4xMk98Pdc
21,19,I'm the One,DJ Khaled,24,4029315,0.07%,https://www.youtube.com/watch?v=weeI1G46q0o
22,21,The Weekend (Official Audio),SZA,11,4006607,0.1%,https://www.youtube.com/watch?v=PALMMqZLAQk
23,20,That's What I Like,Bruno Mars,33,3910734,0.07%,https://www.youtube.com/watch?v=PMivT7MJ41M
24,n/a,Danielle Bregoli is BHAD BHABIE - "These Heaux" (Official Music VIdeo),Bhad Bhabie,6,3447359,n/a,https://www.youtube.com/watch?v=-ioilEr3Apw
25,32,When It Rains It Pours,Luke Combs,7,3352286,0.02%,https://www.youtube.com/watch?v=uXyxFMbqKYA
26,31,Rolex,Ayo & Teo,20,3320007,0%,https://www.youtube.com/watch?v=lwk5OUII9Vc
27,25,Sorry Not Sorry (Official Video),Demi Lovato,13,3310291,-0.04%,https://www.youtube.com/watch?v=-MsvER1dpjM
28,22,Pills & Automobiles (Official Video),Chris Brown,6,3199276,-0.11%,https://www.youtube.com/watch?v=GTexe8c0eqw
29,45,HUMBLE.,Kendrick Lamar,29,3020208,0.12%,https://www.youtube.com/watch?v=tvTRZJ-4EyI
30,48,Justin Bieber – Despacito (Lyrics) 🎤 ft. Luis Fonsi & Daddy Yankee [Pop],Taz Network,23,2977940,0.14%,https://www.youtube.com/watch?v=whwe0KD_rGw
31,34,What Ifs,Kane Brown,9,2969731,-0.07%,https://www.youtube.com/watch?v=fM8V1XOI-14
32,28,New Rules,Dua Lipa,10,2951904,-0.13%,https://www.youtube.com/watch?v=k2qgadSvNyU
33,49,Location,Khalid,34,2927627,0.15%,https://www.youtube.com/watch?v=by3yRdlQvzs
34,37,Slippery,Migos,19,2916087,-0.04%,https://www.youtube.com/watch?v=Hm1YFszJWbQ
35,46,Shape of You,Ed Sheeran,37,2898750,0.09%,https://www.youtube.com/watch?v=JGwWNGJdvx8
36,35,Bad and Boujee,Migos,47,2889589,-0.1%,https://www.youtube.com/watch?v=S-sJp1FfG7Q
37,43,In Case You Didn't Know,Brett Young,33,2783109,0%,https://www.youtube.com/watch?v=7qaHdHpSjX8
38,54,Dusk Till Dawn (Official Video),ZAYN,5,2757446,0.14%,https://www.youtube.com/watch?v=tt2k8PGm-TI
39,40,No Smoke,YoungBoy Never Broke Again,8,2742163,-0.03%,https://www.youtube.com/watch?v=K3uMMjZGhnI
40,59,Krippy Kush,Bad Bunny & Farruko & Rvssian,9,2717935,0.17%,https://www.youtube.com/watch?v=j1_JW7An2l0
41,52,FULL SONG: The Fall Of Jake Paul (Official Video) FEAT. Why Don't We,Logan Paul,14,2700634,0.1%,https://www.youtube.com/watch?v=oeCytho8wq4
42,83,Swish Swish (Official),Katy Perry,8,2590698,0.32%,https://www.youtube.com/watch?v=iGk5fR-t5AU
43,57,Escápate Conmigo (Official Video),Wisin,20,2513020,0.06%,https://www.youtube.com/watch?v=3X9wEwulYhk
44,58,Felices los 4 (Official Video),Maluma,22,2512146,0.07%,https://www.youtube.com/watch?v=t_jHrUE5IOk
45,63,Logan Paul - Help Me Help You ft. Why Don't We [Official Video],TheOfficialLoganPaul,21,2486949,0.19%,https://www.youtube.com/watch?v=pT20g6lTZ-k
46,44,Mayores (Official Video),Becky G,7,2475021,-0.08%,https://www.youtube.com/watch?v=GMFewiplIbw
47,n/a,Get Your Cape On! Official Music Video Ft. Megan Nicole | DC Super Hero Girls,DC Super Hero Girls,1,2464952,n/a,https://www.youtube.com/watch?v=Hgx9b6-355w
48,n/a,Again (Official Music Video),Noah Cyrus,1,2461228,n/a,https://www.youtube.com/watch?v=G_SjnHwxWMU
49,60,,,6,2430426,0.08%,n/a
50,42,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,6,2398307,-0.14%,https://www.youtube.com/watch?v=VqEbCxg2bNI
51,27,Corrido De Juanito,Calibre 50,5,2385277,-0.3%,https://www.youtube.com/watch?v=pC7a27zE2fs
52,n/a,DNA,BTS,2,2307105,n/a,https://www.youtube.com/watch?v=MBdVXkSdhwU
53,38,Thunder,Imagine Dragons,3,2303014,-0.21%,https://www.youtube.com/watch?v=fKopy74weus
54,69,Attention,Charlie Puth,24,2285574,0.12%,https://www.youtube.com/watch?v=nfs8NYg7yQM
55,n/a,Luna Llena (English Version),Malu Trevejo,2,2247712,n/a,https://www.youtube.com/watch?v=E-zcNpZJX78
56,76,Untouchable,YoungBoy Never Broke Again,20,2247634,0.12%,https://www.youtube.com/watch?v=ipM9SkIkwCY
57,80,,,5,2246024,0.13%,n/a
58,64,It's Everyday Bro,Jake Paul,20,2203961,0.06%,https://www.youtube.com/watch?v=hSlb1ezRqfA
59,75,LOYALTY.,Kendrick Lamar,11,2195347,0.09%,https://www.youtube.com/watch?v=Dlh-dzB2U4Y
60,71,Strip That Down,Liam Payne,12,2180035,0.08%,https://www.youtube.com/watch?v=vSW2M-BB1NE
61,53,,,4,2176425,-0.11%,n/a
62,62,Tennessee Whiskey,Chris Stapleton,34,2171517,0.02%,https://www.youtube.com/watch?v=4zAThXFOy2c
63,65,Hurricane,Luke Combs,28,2091956,0.01%,https://www.youtube.com/watch?v=BixwVsiDdZM
64,73,El farsante,Ozuna,9,2090502,0.04%,https://www.youtube.com/watch?v=6DRkf3kZMXw
65,n/a,Mad Hatter,Melanie Martinez,1,2063256,n/a,https://www.youtube.com/watch?v=04UjShXZbD0
66,79,Mask Off (Official Music Video),Future,19,2035304,0.02%,https://www.youtube.com/watch?v=xvZqHgFz51I
67,70,Believer (Official Music Video),Imagine Dragons,14,2033894,0%,https://www.youtube.com/watch?v=7wtfhZwyrcc
68,82,It's A Vibe,2 Chainz,6,1996417,0.01%,https://www.youtube.com/watch?v=tU3p6mz-uxU
69,n/a,Patty Cake,Kodak Black,9,1981585,n/a,https://www.youtube.com/watch?v=XZl5YfGL3Qk
70,90,Redbone (Official Audio),Childish Gambino,31,1974606,0.07%,https://www.youtube.com/watch?v=Kp7eSUU9oy8
71,98,Marmalade,Macklemore,11,1956740,0.12%,https://www.youtube.com/watch?v=EyBooxCkF3A
72,81,BUTTERFLY EFFECT,Travis Scott,7,1955038,-0.01%,https://www.youtube.com/watch?v=_EyZUTDAH0U
73,85,Losin Control (Official Video),Russ,8,1926751,0%,https://www.youtube.com/watch?v=IdGIZjVWrzY
74,56,White Iverson,Post Malone,39,1912152,-0.2%,https://www.youtube.com/watch?v=SLsTskih7_I
75,100,Everyday We Lit [DJ Ruckus Remix],YFN Lucci,27,1892971,0.1%,https://www.youtube.com/watch?v=44Vk5KyQbiA
