Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Eminem Rips Donald Trump In BET Hip Hop Awards Freestyle Cypher,BETNetworks,1,15087489,n/a,https://www.youtube.com/watch?v=LunHybOKIjU
2,1,Bodak Yellow,Cardi B,15,14368669,-0.03%,https://www.youtube.com/watch?v=PEGccV-NOm8
3,2,I Get the Bag,Gucci Mane,8,8072920,-0.02%,https://www.youtube.com/watch?v=uo14xGYwWd4
4,4,Look What You Made Me Do,Taylor Swift,7,6740306,-0.06%,https://www.youtube.com/watch?v=3tmd-ClpJxA
5,5,Rake It Up,Yo Gotti,7,6710851,-0.04%,https://www.youtube.com/watch?v=OrSadmwmmAs
6,6,1-800-273-8255,Logic & Juanes,8,6549974,0.03%,https://www.youtube.com/watch?v=Kb24RrHIbFk
7,n/a,Frick Da Police,RiceGum,1,6458380,n/a,https://www.youtube.com/watch?v=SfCsb4Ck75w
8,8,Too Good At Goodbyes,Sam Smith,4,5746230,0.1%,https://www.youtube.com/watch?v=J_ub7Etch2U
9,7,Gucci Gang,Lil Pump,6,5676940,0.08%,https://www.youtube.com/watch?v=9alXo1OXTec
10,11,Rubbin Off the Paint,YBN Nahmir,3,4959506,0.01%,https://www.youtube.com/watch?v=AsfVZqZhtUQ
11,9,Unforgettable,French Montana,26,4918338,-0.03%,https://www.youtube.com/watch?v=CTFtOOh47oo
12,10,Mi Gente (Official Video),J Balvin Willy William,15,4816342,-0.03%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
13,12,Despacito,Luis Fonsi,39,4501544,-0.05%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
14,15,Young Dumb & Broke (Official Video),Khalid,9,4424733,0.02%,https://www.youtube.com/watch?v=IPfJnp1guPc
15,16,Congratulations,Post Malone,38,4401879,0.02%,https://www.youtube.com/watch?v=SC4xMk98Pdc
16,14,TAY-K x THE RACE #FREETAYK,ALL BUT 6,12,4257676,-0.05%,https://www.youtube.com/watch?v=OYhXJaEbw7c
17,17,1-800-273-8255,Logic & Juanes,13,3997187,-0.07%,https://www.youtube.com/watch?v=cycUHgg0zzU
18,13,Bank Account,21 Savage,13,3905875,-0.16%,https://www.youtube.com/watch?v=eCK772REqw0
19,21,I'm the One,DJ Khaled,24,3771059,-0.01%,https://www.youtube.com/watch?v=weeI1G46q0o
20,22,That's What I Like,Bruno Mars,33,3653754,-0.01%,https://www.youtube.com/watch?v=PMivT7MJ41M
21,19,The Weekend (Official Audio),SZA,11,3641779,-0.07%,https://www.youtube.com/watch?v=PALMMqZLAQk
22,25,Pills & Automobiles (Official Video),Chris Brown,6,3575934,0.07%,https://www.youtube.com/watch?v=GTexe8c0eqw
23,18,Transportin',Kodak Black,8,3533813,-0.14%,https://www.youtube.com/watch?v=Ns167_llTiA
24,20,Wild Thoughts (Official Video),DJ Khaled,17,3499211,-0.09%,https://www.youtube.com/watch?v=fyaI4-5849w
25,24,Sorry Not Sorry (Official Video),Demi Lovato,13,3457155,0.02%,https://www.youtube.com/watch?v=-MsvER1dpjM
26,34,Bank Account,21 Savage,3,3455952,0.22%,https://www.youtube.com/watch?v=sV2t3tW_JTQ
27,54,Corrido De Juanito,Calibre 50,5,3411607,0.5%,https://www.youtube.com/watch?v=pC7a27zE2fs
28,29,New Rules,Dua Lipa,10,3393350,0.11%,https://www.youtube.com/watch?v=k2qgadSvNyU
29,79,,,2,3349407,0.76%,n/a
30,50,,,2,3344760,0.4%,n/a
31,28,Rolex,Ayo & Teo,20,3313822,0.05%,https://www.youtube.com/watch?v=lwk5OUII9Vc
32,26,When It Rains It Pours,Luke Combs,7,3294114,0.03%,https://www.youtube.com/watch?v=uXyxFMbqKYA
33,23,XO Tour Llif3,Lil Uzi Vert,6,3268254,-0.1%,https://www.youtube.com/watch?v=WrsFXgQk5UI
34,32,What Ifs,Kane Brown,9,3197937,0.08%,https://www.youtube.com/watch?v=fM8V1XOI-14
35,30,Bad and Boujee,Migos,47,3193392,0.05%,https://www.youtube.com/watch?v=S-sJp1FfG7Q
36,86,Perfect,Ed Sheeran,2,3153196,0.71%,https://www.youtube.com/watch?v=iKzRIweSBLA
37,27,Slippery,Migos,19,3025534,-0.04%,https://www.youtube.com/watch?v=Hm1YFszJWbQ
38,37,Thunder,Imagine Dragons,3,2928433,0.06%,https://www.youtube.com/watch?v=fKopy74weus
39,n/a,,,1,2894003,n/a,n/a
40,33,No Smoke,YoungBoy Never Broke Again,8,2826043,-0.02%,https://www.youtube.com/watch?v=K3uMMjZGhnI
41,3,Hi Bich,Bhad Bhabie,3,2825390,-0.62%,https://www.youtube.com/watch?v=1NyMSWqIJDQ
42,43,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,6,2797862,0.07%,https://www.youtube.com/watch?v=VqEbCxg2bNI
43,38,In Case You Didn't Know,Brett Young,33,2781948,0.01%,https://www.youtube.com/watch?v=7qaHdHpSjX8
44,42,Mayores (Official Video),Becky G,7,2703687,0.03%,https://www.youtube.com/watch?v=GMFewiplIbw
45,35,HUMBLE.,Kendrick Lamar,29,2693302,-0.05%,https://www.youtube.com/watch?v=tvTRZJ-4EyI
46,36,Shape of You,Ed Sheeran,37,2651240,-0.06%,https://www.youtube.com/watch?v=JGwWNGJdvx8
47,31,Imagine That,Kevin Gates,2,2614929,-0.13%,https://www.youtube.com/watch?v=jXpY6OY4zmM
48,39,Justin Bieber – Despacito (Lyrics) 🎤 ft. Luis Fonsi & Daddy Yankee [Pop],Taz Network,23,2605356,-0.04%,https://www.youtube.com/watch?v=whwe0KD_rGw
49,41,Location,Khalid,34,2547896,-0.03%,https://www.youtube.com/watch?v=by3yRdlQvzs
50,74,Vuelve,Bad Bunny & Daddy Yankee,2,2510226,0.27%,https://www.youtube.com/watch?v=YxZXLWIx6ik
51,n/a,Relationship,Young Thug,1,2508494,n/a,https://www.youtube.com/watch?v=dwWs7ZnGekc
52,49,FULL SONG: The Fall Of Jake Paul (Official Video) FEAT. Why Don't We,Logan Paul,14,2448292,0%,https://www.youtube.com/watch?v=oeCytho8wq4
53,53,,,4,2443513,0.07%,n/a
54,47,Dusk Till Dawn (Official Video),ZAYN,5,2412553,-0.02%,https://www.youtube.com/watch?v=tt2k8PGm-TI
55,78,Havana (Audio),Camila Cabello,2,2397907,0.24%,https://www.youtube.com/watch?v=HCjNJDNzw8Y
56,58,White Iverson,Post Malone,39,2388057,0.12%,https://www.youtube.com/watch?v=SLsTskih7_I
57,51,Escápate Conmigo (Official Video),Wisin,20,2369380,0.02%,https://www.youtube.com/watch?v=3X9wEwulYhk
58,52,Felices los 4 (Official Video),Maluma,22,2348339,0.02%,https://www.youtube.com/watch?v=t_jHrUE5IOk
59,45,Krippy Kush,Bad Bunny & Farruko & Rvssian,9,2332410,-0.06%,https://www.youtube.com/watch?v=j1_JW7An2l0
60,48,,,6,2243417,-0.08%,n/a
61,83,Tee Grizzley - "First Day Out" [Official Music Video],Tee Grizzley,3,2146935,0.14%,https://www.youtube.com/watch?v=pWh4O6ujK4o
62,61,Tennessee Whiskey,Chris Stapleton,34,2134250,0.01%,https://www.youtube.com/watch?v=4zAThXFOy2c
63,69,Logan Paul - Help Me Help You ft. Why Don't We [Official Video],TheOfficialLoganPaul,21,2085511,0.03%,https://www.youtube.com/watch?v=pT20g6lTZ-k
64,66,It's Everyday Bro,Jake Paul,20,2078341,0.01%,https://www.youtube.com/watch?v=hSlb1ezRqfA
